food,category,meal_type,ramadan_role,hydration_index,smart_swap,measure,grams,calories,protein_g,fat_g,sat_fat_g,carbs_g,fiber_g,sugars_g,sodium_mg,protein_pct,has_incomplete_name,is_extreme_portion
Peppers with beef and crumbs,Vegetables R-Z,Flexible,Balanced,High,Excellent Choice (No Swap Needed),1 med.,100,170.0,12.67,6.0,5.33,16.0,0.67,3.0,15.0,29.8,False,False
"Potatoes, baked",Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 med.,100,100.0,2.0,0.0,0.0,22.0,0.5,3.0,15.0,8.0,False,False
French-fried,Vegetables R-Z,Flexible,Balanced,High,French-baked,10 pieces,100,258.33,0.0,11.67,5.0,33.33,0.67,3.0,15.0,0.0,False,False
Potatoes Mashed with milk and butter,Vegetables R-Z,Flexible,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,115.0,2.0,6.0,5.5,14.0,0.35,3.0,15.0,7.0,False,False
"Potatoes, pan-tried",Vegetables R-Z,Flexible,Balanced,High,Excellent Choice (No Swap Needed),3/4 cup,100,268.0,4.0,14.0,6.0,33.0,0.4,3.0,15.0,6.0,False,False
Scalloped with cheese potatoes,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),3/4 cup,100,145.0,6.0,8.0,7.0,14.0,0.4,3.0,15.0,16.6,False,False
Steamed potatoes before peeling,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 med.,100,80.0,2.0,0.0,0.0,19.0,0.4,3.0,15.0,10.0,False,False
Potato chips,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),10,100,550.0,5.0,35.0,20.0,50.0,0.0,3.0,15.0,3.6,False,False
Radishes,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),5 small,100,20.0,0.0,0.0,0.0,4.0,0.6,3.0,15.0,0.0,False,False
Rutabagas,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),4 cups,100,32.0,0.0,0.0,0.0,8.0,1.4,3.0,15.0,0.0,False,False
Soybeans,Vegetables R-Z,Flexible,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,130.0,11.0,5.5,0.0,10.0,1.6,3.0,15.0,33.8,False,False
Spinach,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,26.0,3.0,0.0,0.0,3.0,1.0,3.0,15.0,46.2,False,False
Squash,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,16.67,0.48,0.0,0.0,3.81,0.29,3.0,15.0,11.4,False,False
"Winter, mashed",Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,47.5,2.0,0.0,0.0,11.5,1.3,3.0,15.0,16.8,False,False
Sweet potatoes,Vegetables R-Z,Flexible,Balanced,High,Excellent Choice (No Swap Needed),1 med.,100,140.91,1.82,0.91,0.0,32.73,0.91,3.0,15.0,5.2,False,False
Candied,Vegetables R-Z,Flexible,Balanced,High,Excellent Choice (No Swap Needed),1 med.,100,134.29,1.14,3.43,2.86,45.71,0.86,2.97,14.97,3.4,False,False
Tomatoes,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,20.83,0.83,0.0,0.0,3.75,0.42,3.0,15.0,16.0,False,False
"Raw, 2 by 2 1/2",Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 med.,100,20.0,0.67,0.0,0.0,4.0,0.4,3.0,15.0,13.3,False,False
Tomato juice,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,20.83,0.83,0.0,0.0,4.17,0.25,3.0,15.0,16.0,False,False
Tomato catsup,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 T.,100,88.24,0.0,0.0,0.0,23.53,0.0,2.94,14.71,0.0,False,False
Turnip greens,Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,31.03,2.76,0.69,0.0,5.52,1.24,2.97,15.03,35.6,False,False
"Turnips, steamed",Vegetables R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,25.81,0.65,0.0,0.0,5.81,1.16,2.97,14.97,10.0,False,False
"Watercress stems, raw",Fruits A-F,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,18.0,2.0,0.0,0.0,2.0,0.6,2.0,2.0,44.4,False,False
Apple juice canned,Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,50.0,0.0,0.0,0.0,13.6,0.0,10.0,2.0,0.0,False,False
Apple vinegar,Fruits A-F,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1/3 cup,100,14.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,False,False
"Apples, raw",Fruits A-F,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 med,100,53.85,0.0,0.0,0.0,13.85,0.77,10.0,2.0,0.0,False,False
Stewed or canned,Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,41.67,0.0,0.0,0.0,10.83,0.83,10.0,2.0,0.0,False,False
Apricots,Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,88.0,0.8,0.0,0.0,22.8,0.4,10.0,2.0,3.6,False,False
"Dried, uncooked",Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1/2 cup,100,293.33,5.33,0.0,0.0,66.67,1.33,40.0,2.0,7.3,False,False
Fresh,Fruits A-F,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),3 med.,100,48.25,0.88,0.0,0.0,12.28,0.61,10.0,2.02,7.3,False,False
"Nectar, or juice",Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,56.0,0.4,0.0,0.0,14.4,0.8,10.0,2.0,2.9,False,False
Avocado,Fruits A-F,Flexible,Balanced,High,Excellent Choice (No Swap Needed),1/2 large,100,171.3,1.85,16.67,11.11,5.56,1.67,5.56,2.04,4.3,False,False
Banana,Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 med.,100,56.67,0.67,0.0,0.0,15.33,0.6,10.0,2.0,4.7,False,False
Blackberries,Fruits A-F,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),1 cup,100,59.03,1.39,0.69,0.0,13.19,4.58,10.0,2.01,9.4,False,False
Blueberries,Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,98.0,0.4,0.0,0.0,26.0,0.8,10.0,2.0,1.6,False,False
Cantaloupe,Fruits A-F,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1/2 med.,100,10.53,0.26,0.0,0.0,2.37,0.58,2.37,2.0,10.0,False,False
Cherries,Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,38.91,0.78,0.39,0.0,10.12,0.78,10.0,1.98,8.0,False,False
"Fresh, raw",Fruits A-F,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,57.02,0.88,0.0,0.0,13.16,0.7,10.0,2.02,6.2,False,False
Cranberry sauce sweetened,Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,191.34,0.0,0.0,0.0,51.26,0.43,10.0,1.99,0.0,False,False
Dates,Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,283.71,2.25,0.0,0.0,75.28,2.02,10.0,2.02,3.2,False,False
Figs,Fruits A-F,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),2,100,285.71,4.76,0.0,0.0,71.43,4.52,10.0,1.9,6.7,False,False
"Fresh, raw figs",Fruits A-F,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),3 med.,100,78.95,1.75,0.0,0.0,19.3,0.88,10.0,2.02,8.9,False,False
figs Canned with syrup,Fruits A-F,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),3,100,113.04,0.87,0.0,0.0,27.83,0.87,10.0,2.0,3.1,False,False
"Fruit cocktail, canned",Fruits A-F,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,76.17,0.39,0.0,0.0,19.53,0.2,10.0,1.99,2.1,False,False
Grapefruit sections,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,68.0,0.4,0.0,0.0,17.6,0.2,10.0,2.0,2.4,False,False
"Grapefruit, fresh, 5"" diameter",Fruits G-P,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),2-Jan,100,17.54,0.35,0.0,0.0,4.91,0.35,4.91,2.0,8.0,False,False
Grapefruit juice,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,40.0,0.4,0.0,0.0,9.6,0.4,9.6,2.0,4.0,False,False
Grapes,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,45.75,0.65,0.0,0.0,10.46,0.52,10.0,2.03,5.7,False,False
"European, as Muscat, Tokay",Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,62.5,0.62,0.0,0.0,16.25,0.44,10.0,2.0,4.0,False,False
Grape juice,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,64.0,0.4,0.0,0.0,16.8,0.0,10.0,2.0,2.5,False,False
Lemon juice,Fruits G-P,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1/2 cup,100,24.0,0.0,0.0,0.0,8.0,0.0,8.0,2.0,0.0,False,False
Lemonade concentratefrozen,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),6-oz. can,100,195.45,0.0,0.0,0.0,50.91,0.0,10.0,2.0,0.0,False,False
Limeade concentrate frozen,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),6-oz. can,100,185.78,0.0,0.0,0.0,49.54,0.0,10.0,2.02,0.0,False,False
Olives large,Fruits G-P,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),10,100,110.77,1.54,15.38,13.85,4.62,1.23,4.62,2.0,5.6,False,False
OlivesRipe,Fruits G-P,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),10,100,161.54,1.54,20.0,18.46,1.54,1.54,1.54,2.0,3.8,False,False
"Oranges 3"" diameter",Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 med.,100,33.33,1.11,0.0,0.0,8.89,0.56,8.89,2.0,13.3,False,False
Orange juice,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),8 oz. or,100,44.8,0.8,0.0,0.0,10.0,0.08,10.0,2.0,7.1,False,False
Frozen,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),6-oz. can,100,157.14,0.95,0.0,0.0,37.14,0.19,10.0,2.0,2.4,False,False
Papaya,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1/2 med.,100,37.5,0.5,0.0,0.0,9.0,0.9,9.0,2.0,5.3,False,False
Peaches,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,77.82,0.39,0.0,0.0,20.23,0.39,10.0,1.98,2.0,False,False
"Fresh, raw",Fruits G-P,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 med.,100,30.7,0.88,0.0,0.0,8.77,0.53,8.77,2.02,11.4,False,False
Pears,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,76.47,0.39,0.0,0.0,19.61,0.78,10.0,2.0,2.1,False,False
"Raw, 3 by 2V",Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 med.,100,54.95,0.55,0.55,0.0,13.74,1.1,10.0,1.98,4.0,False,False
Persimmons,Fruits G-P,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 med.,100,60.0,0.8,0.0,0.0,16.0,1.6,10.0,2.0,5.3,False,False
Pineapple,Fruits G-P,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 large slice,100,77.87,0.0,0.0,0.0,21.31,0.33,10.0,1.97,0.0,False,False
Pineapple Crushed,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,78.85,0.38,0.0,0.0,21.15,0.27,10.0,2.0,2.0,False,False
"Raw, diced",Fruits G-P,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,53.57,0.71,0.0,0.0,13.57,0.43,10.0,2.0,5.3,False,False
Pineapple juice,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,48.0,0.4,0.0,0.0,12.8,0.08,10.0,2.0,3.3,False,False
Plums,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,72.27,0.39,0.0,0.0,19.53,0.27,10.0,1.99,2.2,False,False
"Raw, 2"" diameter",Fruits G-P,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1,100,50.0,0.0,0.0,0.0,11.67,0.33,10.0,2.0,0.0,False,False
Prunes,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,111.11,1.11,0.37,0.0,30.0,0.3,10.0,2.0,4.0,False,False
Prune juice,Fruits G-P,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,70.83,0.42,0.0,0.0,18.75,0.29,10.0,2.0,2.4,False,False
Raisins,Fruits R-Z,Flexible,Balanced,High,Excellent Choice (No Swap Needed),1/2 cup,100,261.36,2.27,0.0,0.0,93.18,0.8,10.0,2.05,3.5,False,False
Raspberries,Fruits R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1/2 cup,100,100.0,0.0,0.0,0.0,25.0,2.0,10.0,2.0,0.0,False,False
"Raw, red",Fruits R-Z,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),3/4 cup,100,57.0,0.0,0.0,0.0,14.0,5.0,10.0,2.0,0.0,False,False
Rhubarb sweetened,Fruits R-Z,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,142.59,0.37,0.0,0.0,36.3,0.7,10.0,2.0,1.0,False,False
Strawberries,Fruits R-Z,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 cup,100,106.61,0.44,0.0,0.0,26.43,0.57,10.0,1.98,1.7,False,False
Raw,Fruits R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),1 cup,100,36.24,0.0,0.0,0.0,8.05,1.28,8.05,2.01,0.0,False,False
Tangerines,Fruits R-Z,Snack / Appetizer,Balanced,High,Excellent Choice (No Swap Needed),I med.,100,35.09,0.88,0.0,0.0,8.77,0.88,8.77,2.02,10.0,False,False
Watermelon,Fruits R-Z,Iftar Starter / Dessert,Quick Energy / Sugar Spike,High,Excellent Choice (No Swap Needed),1 wedge,100,12.97,0.22,0.11,0.0,3.14,0.39,3.14,2.0,6.7,False,False
Biscuits,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1,100,342.11,7.89,10.53,7.89,47.37,0.0,5.0,400.0,9.2,False,False
Bran flakes,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1 cup,100,468.0,12.0,0.0,0.0,128.0,0.4,4.8,400.0,10.3,False,False
"Bread, cracked wheat","Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1 slice,100,260.87,8.7,4.35,4.35,52.17,0.43,5.22,400.0,13.3,False,False
Rye,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1 slice,100,239.13,8.7,4.35,4.35,52.17,0.43,5.22,400.0,14.5,False,False
"White, 20 slices, or","Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,1-lb. loaf,100,269.82,8.59,3.3,2.64,50.44,1.98,5.0,400.0,12.7,False,False
Whole-wheat,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,1-lb. loaf,100,242.29,10.57,3.08,2.2,47.58,14.87,5.0,400.0,17.5,False,False
Whole-wheat,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1 slice,100,239.13,8.7,4.35,0.0,47.83,1.3,5.22,400.0,14.5,False,False
Corn bread ground meal,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1 serving,100,200.0,6.0,8.0,4.0,30.0,0.6,5.0,400.0,12.0,False,False
Cornflakes,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1 cup,100,440.0,8.0,0.0,0.0,100.0,0.4,4.8,400.0,7.3,False,False
Corn grits cooked,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,49.59,3.31,0.0,0.0,11.16,0.08,5.0,400.0,26.7,False,False
Corn meal,"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,305.08,7.63,3.39,1.69,62.71,1.36,5.0,400.0,10.0,False,False
Crackers,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),2 med.,100,392.86,7.14,7.14,0.0,71.43,0.0,5.0,400.0,7.3,False,False
"Soda, 2 1/2 square","Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),2,100,409.09,9.09,9.09,0.0,72.73,0.0,5.45,400.0,8.9,False,False
Farina,"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,44.12,1.26,0.0,0.0,9.24,3.36,5.0,400.0,11.4,False,False
Flour,"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,418.18,35.45,20.0,0.0,30.0,2.64,5.0,400.0,33.9,False,False
Wheat (all purpose),"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,363.64,10.91,0.91,0.0,76.36,0.27,5.0,400.0,12.0,False,False
Wheat (whole),"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,325.0,10.83,1.67,0.0,65.83,2.33,5.0,400.0,13.3,False,False
Macaroni,"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,110.71,3.57,0.71,0.0,22.86,0.07,5.0,400.0,12.9,False,False
Baked with cheese,"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,215.91,8.18,11.36,10.91,20.0,0.0,5.0,400.0,15.2,False,False
Muffins,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1,100,281.25,8.33,10.42,8.33,39.58,0.0,5.0,400.0,11.9,False,False
Noodles,"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,125.0,4.38,1.25,1.25,23.12,0.06,5.0,400.0,14.0,False,False
Oatmeal,"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,63.56,2.12,1.27,0.85,11.02,1.95,5.0,400.0,13.3,False,False
"Pancakes 4"" diam.","Breads, cereals, fastfood,grains",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Unsalted Nuts or Baked veggies,4,100,231.48,6.48,8.33,0.0,25.93,0.09,25.0,400.0,11.2,False,False
"Wheat, pancakes 4"" diam.","Breads, cereals, fastfood,grains",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Unsalted Nuts or Baked veggies,4,100,231.48,6.48,8.33,0.0,25.93,0.09,25.0,400.0,11.2,False,False
"Pizza 14"" diam.","Breads, cereals, fastfood,grains",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),1 section,100,240.0,10.67,8.0,6.67,30.67,0.0,5.07,400.0,17.8,False,False
Popcorn salted,"Breads, cereals, fastfood,grains",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),2 cups,100,542.86,10.71,25.0,7.14,71.43,1.79,5.0,400.0,7.9,False,False
Puffed rice,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1 cup,100,392.86,0.0,0.0,0.0,85.71,0.0,5.0,400.0,0.0,False,False
Puffed wheat presweetened,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1 cup,100,375.0,3.57,0.0,0.0,92.86,2.14,25.0,400.0,3.8,False,False
Rice,"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,359.62,7.21,1.44,0.0,74.04,0.58,5.0,400.0,8.0,False,False
Converted,"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,362.03,7.49,0.0,0.0,75.94,0.21,4.97,400.0,8.3,False,False
White,"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,362.3,7.33,0.0,0.0,78.53,0.16,5.03,400.0,8.1,False,False
Rice flakes,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1 cup,100,383.33,6.67,0.0,0.0,86.67,0.33,5.0,400.0,7.0,False,False
Rice polish,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1/2 cup,100,264.0,12.0,12.0,0.0,56.0,2.4,5.0,400.0,18.2,False,False
Rolls,"Breads, cereals, fastfood,grains",Main Course,Balanced,Neutral,Excellent Choice (No Swap Needed),1 large,100,822.0,6.0,24.0,22.0,46.0,0.2,5.0,400.0,2.9,False,False
of refined flour,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1,100,302.63,7.89,5.26,5.26,52.63,0.0,5.0,400.0,10.4,False,False
whole-wheat,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1,100,255.0,10.0,2.5,0.0,50.0,0.25,5.0,400.0,15.7,False,False
Spaghetti with meat sauce,"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,114.0,5.2,4.0,2.4,14.0,0.2,5.0,400.0,18.2,False,False
with tomatoes and cheese,"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,84.0,2.4,2.0,1.2,14.4,0.2,5.0,400.0,11.4,False,False
Spanish rice,"Breads, cereals, fastfood,grains",Flexible,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,1 cup,100,86.8,1.6,1.6,0.0,16.0,0.48,5.0,400.0,7.4,False,False
Shredded wheat biscuit,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),1,100,357.14,10.71,3.57,0.0,82.14,2.5,5.0,400.0,12.0,False,False
Waffles,"Breads, cereals, fastfood,grains",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),1,100,320.0,10.67,12.0,1.33,40.0,0.13,5.07,400.0,13.3,False,False
Wheat germ,"Breads, cereals, fastfood,grains",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),1 cup,100,360.29,25.0,10.29,4.41,50.0,3.68,5.0,400.0,27.8,False,False
Wheat-germ cereal toasted,"Breads, cereals, fastfood,grains",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),1 cup,100,400.0,30.77,10.77,4.62,55.38,3.85,4.92,400.0,30.8,False,False
Wheat meal cereal unrefined,"Breads, cereals, fastfood,grains",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),3/4 cup,100,343.33,13.33,3.33,0.0,83.33,2.33,5.0,400.0,15.5,False,False
